hostname,distro,shim_version,grub2_version,kernel_version,firmware_type
app-nnn,SLES 15.5,package shim-x64 is not installed
not_installed,package grub2-common is not installed
2.06,5.14.21-150500.55.59-default,EFI
arum01,Ubuntu 18.04,,2.02-2ubuntu8.25,4.15.0-213-generic,BIOS
bastion02,SLES 15.4,package shim-x64 is not installed
not_installed,package grub2-common is not installed
2.06,5.14.21-150400.24.88-default,EFI
bbddspauA01,SLES 15.5,package shim-x64 is not installed
not_installed,package grub2-common is not installed
2.06,5.14.21-150500.55.59-default,EFI
codiasshSP01,Debian 12.7,,2.06-13+deb12u1,6.1.0-25-amd64,BIOS
dlab01,Ubuntu 22.04,,2.06-2ubuntu7.2,5.15.0-164-generic,BIOS
dns03,SLES 12.5,package shim-x64 is not installed
not_installed,package grub2-common is not installed
2.02,4.12.14-122.189-default,BIOS
dns04,SLES 12.5,package shim-x64 is not installed
not_installed,package grub2-common is not installed
2.02,4.12.14-122.189-default,BIOS
dns05,SLES 12.5,package shim-x64 is not installed
not_installed,package grub2-common is not installed
2.02,4.12.14-122.189-default,BIOS
dokuflex01,Ubuntu 16.04,,2.02~beta2-36ubuntu3.29,4.4.0-210-generic,BIOS
dokuflex01test,Ubuntu 16.04,,2.02~beta2-36ubuntu3.32,4.4.0-210-generic,BIOS
dwh01,SLES 15.4,package shim-x64 is not installed
not_installed,package grub2-common is not installed
2.06,5.14.21-150400.24.38-default,EFI
dwh01des,SLES 15.4,package shim-x64 is not installed
not_installed,package grub2-common is not installed
2.06,5.14.21-150400.24.33-default,EFI
dwh02,SLES 15.4,package shim-x64 is not installed
not_installed,package grub2-common is not installed
2.06,5.14.21-150400.24.38-default,EFI
enigma01DEs,Debian 10,,2.02+dfsg1-20,4.19.0-9-amd64,BIOS
enigmaprN03,Ubuntu 22.04,,2.06-2ubuntu7.2,5.15.0-107-generic,BIOS
estimtraCK01des.santpau.es,CentOS 7.9,package shim-x64 is not installed
not_installed,2.02,3.10.0-1160.59.1.el7.x86_64,BIOS
